25.5,4.1,5
31.6,16.6,4
30.7,17.4,4
29.65,17.95,4
29.15,16.5,4
30.5,15.55,4
29.95,13.55,5
30,11.85,5
28.65,14.1,5
27.45,10.85,5
26.4,10.75,5
25.05,10.1,5
26.2,11.55,5
27.2,13.3,5
28.3,14.45,5
27.95,14.65,5
27.95,14.7,5
23.15,11,5
22.9,11.6,5
23.9,11.6,5
24.55,11.6,5
23.85,12.45,6
23.35,13.1,6
24.85,13.2,5
25.1,12.25,5
25.15,12.5,5
25.65,12.9,5
25.7,13.5,5
26.3,13.3,5
27.1,14.55,5
27.15,14.6,5
26.4,14.35,5
26.4,14.35,5
25.75,14.55,5
25.75,14.9,5
25.35,14.65,5
23.7,14.55,6
24.05,14.9,6
23.65,15.3,6
22.75,14.5,6
22,14,6
20.9,12.95,6
20.3,13.1,6
22.2,16.45,6
22.15,16.65,6
22.4,15.15,6
22.15,15.2,6
23.95,15.95,6
24.25,16.1,6
24.8,16.1,5
25.15,16.15,5
25.5,16.7,4
25.75,16.85,4
26.2,16.85,4
26.25,16.9,4
26.25,16.35,4
26.75,16.2,4
27.4,16.15,4
27.6,16.85,4
26.95,17.2,4
26.3,18.1,4
27.55,17.95,4
27.7,17.6,4
28.25,18.25,4
28.8,19.15,4
28.5,19.15,4
28.1,19.35,4
28.05,20.3,4
27.3,20.5,4
27.1,21.6,4
26.75,19.5,4
26.5,20,4
25.9,19.8,4
25.1,19.8,4
24.75,20.7,4
24.35,20.55,4
23.55,20.35,4
24.3,19.7,4
24.9,19,4
24.7,16.8,4
24.35,16.8,4
24.4,17.15,4
24.9,17.3,4
24.35,17.7,4
24.95,17.8,4
24.95,18.05,4
24.4,18.35,4
23.65,18.6,4
22.85,18.9,4
22.4,20.65,4
22.5,17.8,6
22.45,18.25,4
21.6,17.7,6
21.35,18.05,6
21.3,18.25,6
19.95,19.8,6
20.45,20.45,6
20.35,16.95,6
19.7,17.45,6
19.35,17.45,6
12.45,9.15,0
10.1,10.05,0
11.75,12.2,7
9.55,12.4,0
8.65,13.35,0
7.75,13.55,0
8.55,15.15,0
8.05,15.9,0
8.45,15.9,0
8.6,16.85,0
9,17.05,0
9,16.3,0
9.35,16.3,0
9.55,15.3,0
9.65,14.85,0
10.15,15.05,0
10.05,15.6,0
10.4,16,0
10.65,16,0
10.9,15.95,0
10.7,15.35,0
11.35,15.05,0
11.15,14.75,0
11.05,14.6,0
11.15,14.2,0
11.1,13.6,0
12.5,13,7
13.3,12.45,7
13.5,12.4,7
13.95,11.75,7
14.4,12.2,7
15.4,12.2,7
15.25,12.45,7
14.6,12.75,7
14.1,13.05,7
14.2,13.25,7
14.75,13.45,7
13.15,13.4,7
13.05,13.7,7
12.65,13.65,7
15.45,13.75,7
14.65,14.2,7
13.75,14.05,7
13.75,14.5,7
12.95,14.8,7
13.2,14.9,7
13.25,15.5,7
12.1,15.35,0
12.15,15.5,0
11.25,16.4,0
12.7,15.6,0
12.5,16.15,7
12.7,16.6,7
12.15,16.2,0
11.95,16.5,0
11.45,16.8,0
11.05,17.2,0
11.3,17.6,0
11.65,17.6,0
11.25,18.25,0
11.05,18.45,0
11.05,18.55,0
10.55,18.55,0
10.8,19.2,0
7.45,19,0
10.05,20.1,0
9.95,20.5,0
10.65,20.45,0
10.3,22.75,0
11.7,19.6,0
12.2,19.65,0
13.2,20.1,0
13.55,20.05,0
14.15,20.05,0
14.25,21.5,0
13.25,21.4,0
12.85,18.1,0
13.75,18.3,0
14.2,18.35,0
14.25,18.8,0
13.75,16,7
13.75,16.7,7
13.75,17.05,7
14.05,16.8,7
14.5,16.95,7
14.75,16.65,7
15.25,16.05,7
15.4,16.2,7
15.85,16.2,7
15.5,15.55,7
15,14.95,7
16.6,16.15,7
17.9,15.6,7
17.5,18.05,7
16.65,17.5,7
15.45,17.3,7
15.45,17.8,7
15.7,18.4,7
