20.35,10.95,8
19.95,11,8
19.55,11,8
19.15,11.05,8
18.85,11.1,8
18.45,11.25,8
18.15,11.35,8
17.85,11.5,8
17.5,11.7,8
17.2,11.95,8
17,12.05,8
16.75,12.2,8
16.65,12.35,8
16.5,12.5,8
16.35,12.7,8
16.2,12.8,8
16.15,12.95,8
16,13.1,8
15.95,13.25,8
15.9,13.4,8
15.8,13.5,8
15.8,13.65,8
15.75,13.85,8
15.65,14.05,8
15.65,14.25,8
15.65,14.5,8
15.65,14.6,8
